date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2013-11-26,JK1101B8KM7UYZ,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,22502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,6XW0VGW3,ST31500541AS,1500301910016,0,,42580916,,,,,,,,0,,,,,,32901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z1F0MSSJ,ST3000DM001,3000592982016,0,,206772368,,,,,,,,0,,,,,,11334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A8B9GPHS9F,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,26403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG0D13A,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,20138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z1Z04D20,ST4000DX000,4000787030016,0,,147116265,,,,,,,,0,,,,,,5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1105B8GEU7BX,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,1,,,,,,26498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A8B9J2Z4GF,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,23183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W300EA8Z,ST4000DM000,4000787030016,0,,87303688,,,,,,,,8,,,,,,3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MK0331YHGMRGMA,Hitachi HDS723030ALA640,3000592982016,0,,0,,,,,,,,0,,,,,,16996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W1F0X4VS,ST3000DM001,3000592982016,0,,26749880,,,,,,,,0,,,,,,10476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A8B9J7138F,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,22338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1130YAHDELET,Hitachi HDS722020ALA330,2000398934016,0,,1703948,,,,,,,,7,,,,,,29811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1321YNG0H9EA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,20138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,5XW01KH5,ST32000542AS,2000398934016,0,,61815725,,,,,,,,0,,,,,,29215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A4B8J1H43W,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,22958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WMC4N0919126,WDC WD30EFRX,3000592982016,0,,0,,,,,,,,0,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300VMWK,ST4000DM000,4000787030016,0,,36876208,,,,,,,,0,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1323YNG1EK1C,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,19402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1321YNG0KEXA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,20147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1321LAG34PBH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1321LAGAYMJH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG14TPA,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F0L11K,ST3000DM001,3000592982016,0,,98388080,,,,,,,,0,,,,,,11814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ0351YNGA9Y6A,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,7852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1101B9HSD9KR,Hitachi HDS722020ALA330,2000398934016,0,,262148,,,,,,,,0,,,,,,25650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,5XW03685,ST31500541AS,1500301910016,0,,225583129,,,,,,,,0,,,,,,36779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300TQSJ,ST4000DM000,4000787030016,0,,42747200,,,,,,,,0,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG7AUVA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAU46083165,WDC WD10EADS,1000204886016,0,,0,,,,,,,,0,,,,,,41491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG31ALA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,17958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W1F08J0Y,ST3000DM001,3000592982016,0,,4982280,,,,,,,,0,,,,,,13001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W1F0ZJK8,ST3000DM001,3000592982016,0,,168184896,,,,,,,,0,,,,,,7631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1170YAJAXB2T,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,27794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ0351YNG9YT3A,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,8513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z3006B4V,ST4000DM000,4000787030016,0,,85976472,,,,,,,,0,,,,,,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG5R6KA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,14240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1323YNG1GX7C,Hitachi HDS5C3030ALA630,3000592982016,0,,65536,,,,,,,,0,,,,,,20149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1101B9JNS68U,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,24066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG2EEJH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG370SA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,18950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,9VS29J56,ST31500341AS,1500301910016,0,,66720074,,,,,,,,0,,,,,,37749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,9VS1QWCB,ST31500341AS,1500301910016,0,,211552269,,,,,,,,10,,,,,,39720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1105B8GG46SX,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,26499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAWZ0585570,WDC WD30EZRX,3000592982016,0,,185,,,,,,,,0,,,,,,15769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W1F0VDS7,ST3000DM001,3000592982016,0,,187976368,,,,,,,,0,,,,,,11391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAU47625888,WDC WD10EADS,1000204886016,0,,11,,,,,,,,0,,,,,,40109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAU45279655,WDC WD10EADS,1000204886016,0,,5,,,,,,,,0,,,,,,41023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WMC4N1100324,WDC WD30EFRX,3000592982016,0,,0,,,,,,,,0,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG370GA,Hitachi HDS5C3030ALA630,3000592982016,0,,65536,,,,,,,,0,,,,,,18048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F11C16,ST3000DM001,3000592982016,0,,55999016,,,,,,,,0,,,,,,7662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W300E1SR,ST4000DM000,4000787030016,0,,92498456,,,,,,,,0,,,,,,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F0TQWE,ST3000DM001,3000592982016,0,,138440752,,,,,,,,0,,,,,,10411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300MG07,ST4000DM000,4000787030016,0,,76982312,,,,,,,,0,,,,,,2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WMC1T0884303,WDC WD30EFRX,3000592982016,0,,0,,,,,,,,0,,,,,,8484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z1F047W6,ST3000DM001,3000592982016,0,,199552680,,,,,,,,0,,,,,,14372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1105B8GBKVJX,Hitachi HDS722020ALA330,2000398934016,0,,262146,,,,,,,,0,,,,,,26861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F04RZC,ST3000DM001,3000592982016,0,,120878016,,,,,,,,0,,,,,,13435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG35MSA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,17680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAU45693210,WDC WD10EADS,1000204886016,0,,0,,,,,,,,0,,,,,,38574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG333RH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAU45140191,WDC WD10EADS,1000204886016,0,,1,,,,,,,,0,,,,,,40180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG2EDXH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300E4XS,ST4000DM000,4000787030016,0,,102498528,,,,,,,,0,,,,,,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F06GK3,ST3000DM001,3000592982016,0,,142609800,,,,,,,,0,,,,,,13551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1101YAK93W8V,Hitachi HDS722020ALA330,2000398934016,0,,65536,,,,,,,,0,,,,,,29294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK1171YAK1XBEN,Hitachi HDS722020ALA330,2000398934016,0,,1,,,,,,,,0,,,,,,29309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,9VS1HKG9,ST31500341AS,1500301910016,0,,141394651,,,,,,,,6,,,,,,40045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F009LV,ST3000DM001,3000592982016,0,,46465176,,,,,,,,32,,,,,,15171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG26UBA,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG3D2YA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,18894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1311YNG6NSBA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,14325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG2T03H,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A8B9J3BNPF,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,24066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAU45521950,WDC WD10EADS,1000204886016,0,,0,,,,,,,,0,,,,,,41047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1321YNG0PRDA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,20147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL2311LAG1PNMC,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,7101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,S1F0TQW9,ST3000DM001,3000592982016,0,,151868048,,,,,,,,0,,,,,,10411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MK0331YHGT7NUA,Hitachi HDS723030ALA640,3000592982016,0,,0,,,,,,,,0,,,,,,16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1310LAG0NBHA,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG1BBPA,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,7097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1331LAG5B32H,HGST HMS5C4040ALE640,4000787030016,0,,0,,,,,,,,0,,,,,,9041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300XHAC,ST4000DM000,4000787030016,0,,27370704,,,,,,,,0,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MK0311YHGK1TRA,Hitachi HDS723030ALA640,3000592982016,0,,0,,,,,,,,0,,,,,,16374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300XHAA,ST4000DM000,4000787030016,0,,144913824,,,,,,,,0,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG3DL4H,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W300920T,ST4000DM000,4000787030016,0,,226662456,,,,,,,,0,,,,,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z1F0K451,ST3000DM001,3000592982016,0,,229348816,,,,,,,,0,,,,,,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W300BLCF,ST4000DM000,4000787030016,0,,50616416,,,,,,,,0,,,,,,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300DLQE,ST4000DM000,4000787030016,0,,234200736,,,,,,,,0,,,,,,2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300DLQY,ST4000DM000,4000787030016,0,,149935712,,,,,,,,0,,,,,,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A8YBKZ9K7F,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,26120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W1F1CL1K,ST3000DM001,3000592982016,0,,123173112,,,,,,,,0,,,,,,7847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,6XW03G0A,ST31500541AS,1500301910016,0,,160176418,,,,,,,,0,,,,,,36580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W300BLCR,ST4000DM000,4000787030016,0,,49085200,,,,,,,,0,,,,,,3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAWZ1156126,WDC WD30EZRX,3000592982016,0,,0,,,,,,,,0,,,,,,17657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W3007X9L,ST4000DM000,4000787030016,0,,78712952,,,,,,,,0,,,,,,3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,W300D9DF,ST4000DM000,4000787030016,0,,177885160,,,,,,,,0,,,,,,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300H9XV,ST4000DM000,4000787030016,0,,238662480,,,,,,,,0,,,,,,2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,6XW0DDC7,ST32000542AS,2000398934016,0,,98033159,,,,,,,,0,,,,,,25541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A8B9J3VPBF,Hitachi HDS722020ALA330,2000398934016,0,,131072,,,,,,,,0,,,,,,22765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,MJ1323YNG1PBSC,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,19384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,WD-WCAWZ0488647,WDC WD30EZRX,3000592982016,0,,0,,,,,,,,0,,,,,,16618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,Z300WWP1,ST4000DM000,4000787030016,0,,229160672,,,,,,,,0,,,,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,PL1311LAG3B2LH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,JK11A1YAJHEDBV,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,28611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
